@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
191,9,223,577,0.27875,0.955,0.461353,0.955,0.538647,0.62215,0.414,2.306763,0.082477
191,9,222,578,0.2775,0.955,0.46247,0.955,0.53753,0.623165,0.413,2.312349,0.083516
191,9,221,579,0.27625,0.955,0.463592,0.955,0.536408,0.624183,0.412,2.317961,0.083777
190,10,221,579,0.27625,0.95,0.462287,0.95,0.537713,0.621931,0.411,2.311436,0.083841
190,10,220,580,0.275,0.95,0.463415,0.95,0.536585,0.622951,0.41,2.317073,0.084051
190,10,219,581,0.27375,0.95,0.464548,0.95,0.535452,0.623974,0.409,2.322738,0.084397
190,10,218,582,0.2725,0.95,0.465686,0.95,0.534314,0.625,0.408,2.328431,0.084778
190,10,217,583,0.27125,0.95,0.46683,0.95,0.53317,0.62603,0.407,2.334152,0.085883
189,11,217,583,0.27125,0.945,0.465517,0.945,0.534483,0.623762,0.406,2.327586,0.08724
189,11,216,584,0.27,0.945,0.466667,0.945,0.533333,0.624793,0.405,2.333333,0.088953
189,11,215,585,0.26875,0.945,0.467822,0.945,0.532178,0.625828,0.404,2.339109,0.089576
189,11,214,586,0.2675,0.945,0.468983,0.945,0.531017,0.626866,0.403,2.344913,0.090699
189,11,213,587,0.26625,0.945,0.470149,0.945,0.529851,0.627907,0.402,2.350746,0.091211
189,11,212,588,0.265,0.945,0.471322,0.945,0.528678,0.628952,0.401,2.356608,0.09124
189,11,211,589,0.26375,0.945,0.4725,0.945,0.5275,0.63,0.4,2.3625,0.092781
189,11,210,590,0.2625,0.945,0.473684,0.945,0.526316,0.631052,0.399,2.368421,0.093325
189,11,209,591,0.26125,0.945,0.474874,0.945,0.525126,0.632107,0.398,2.374372,0.093497
189,11,208,592,0.26,0.945,0.476071,0.945,0.523929,0.633166,0.397,2.380353,0.094031
189,11,207,593,0.25875,0.945,0.477273,0.945,0.522727,0.634228,0.396,2.386364,0.094301
189,11,206,594,0.2575,0.945,0.478481,0.945,0.521519,0.635294,0.395,2.392405,0.094634
189,11,205,595,0.25625,0.945,0.479695,0.945,0.520305,0.636364,0.394,2.398477,0.094878
189,11,204,596,0.255,0.945,0.480916,0.945,0.519084,0.637437,0.393,2.40458,0.095602
189,11,203,597,0.25375,0.945,0.482143,0.945,0.517857,0.638514,0.392,2.410714,0.095813
189,11,202,598,0.2525,0.945,0.483376,0.945,0.516624,0.639594,0.391,2.41688,0.096116
189,11,201,599,0.25125,0.945,0.484615,0.945,0.515385,0.640678,0.39,2.423077,0.096835
189,11,200,600,0.25,0.945,0.485861,0.945,0.514139,0.641766,0.389,2.429306,0.098352
189,11,199,601,0.24875,0.945,0.487113,0.945,0.512887,0.642857,0.388,2.435567,0.098591
189,11,198,602,0.2475,0.945,0.488372,0.945,0.511628,0.643952,0.387,2.44186,0.100535
189,11,197,603,0.24625,0.945,0.489637,0.945,0.510363,0.645051,0.386,2.448187,0.102106
189,11,196,604,0.245,0.945,0.490909,0.945,0.509091,0.646154,0.385,2.454545,0.102316
189,11,195,605,0.24375,0.945,0.492188,0.945,0.507813,0.64726,0.384,2.460938,0.102368
189,11,194,606,0.2425,0.945,0.493473,0.945,0.506527,0.64837,0.383,2.467363,0.102638
189,11,193,607,0.24125,0.945,0.494764,0.945,0.505236,0.649485,0.382,2.473822,0.10362
189,11,192,608,0.24,0.945,0.496063,0.945,0.503937,0.650602,0.381,2.480315,0.103988
189,11,191,609,0.23875,0.945,0.497368,0.945,0.502632,0.651724,0.38,2.486842,0.104643
189,11,190,610,0.2375,0.945,0.498681,0.945,0.501319,0.65285,0.379,2.493404,0.105349
189,11,189,611,0.23625,0.945,0.5,0.945,0.5,0.653979,0.378,2.5,0.106148
189,11,188,612,0.235,0.945,0.501326,0.945,0.498674,0.655113,0.377,2.506631,0.10712
189,11,187,613,0.23375,0.945,0.50266,0.945,0.49734,0.65625,0.376,2.513298,0.107409
189,11,186,614,0.2325,0.945,0.504,0.945,0.496,0.657391,0.375,2.52,0.109843
188,12,186,614,0.2325,0.94,0.502674,0.94,0.497326,0.655052,0.374,2.513369,0.109886
188,12,185,615,0.23125,0.94,0.504021,0.94,0.495979,0.656195,0.373,2.520107,0.109974
188,12,184,616,0.23,0.94,0.505376,0.94,0.494624,0.657343,0.372,2.526882,0.110404
187,13,184,616,0.23,0.935,0.504043,0.935,0.495957,0.654991,0.371,2.520216,0.110444
187,13,183,617,0.22875,0.935,0.505405,0.935,0.494595,0.65614,0.37,2.527027,0.111572
187,13,182,618,0.2275,0.935,0.506775,0.935,0.493225,0.657293,0.369,2.533875,0.11183
187,13,181,619,0.22625,0.935,0.508152,0.935,0.491848,0.658451,0.368,2.540761,0.112018
187,13,180,620,0.225,0.935,0.509537,0.935,0.490463,0.659612,0.367,2.547684,0.112241
187,13,179,621,0.22375,0.935,0.510929,0.935,0.489071,0.660777,0.366,2.554645,0.112378
187,13,178,622,0.2225,0.935,0.512329,0.935,0.487671,0.661947,0.365,2.561644,0.112674
187,13,177,623,0.22125,0.935,0.513736,0.935,0.486264,0.663121,0.364,2.568681,0.113804
186,14,177,623,0.22125,0.93,0.512397,0.93,0.487603,0.660746,0.363,2.561983,0.114486
186,14,176,624,0.22,0.93,0.513812,0.93,0.486188,0.661922,0.362,2.569061,0.114843
186,14,175,625,0.21875,0.93,0.515235,0.93,0.484765,0.663102,0.361,2.576177,0.115579
186,14,174,626,0.2175,0.93,0.516667,0.93,0.483333,0.664286,0.36,2.583333,0.115843
186,14,173,627,0.21625,0.93,0.518106,0.93,0.481894,0.665474,0.359,2.590529,0.116382
186,14,172,628,0.215,0.93,0.519553,0.93,0.480447,0.666667,0.358,2.597765,0.118624
186,14,171,629,0.21375,0.93,0.521008,0.93,0.478992,0.667864,0.357,2.605042,0.11892
186,14,170,630,0.2125,0.93,0.522472,0.93,0.477528,0.669065,0.356,2.61236,0.119448
186,14,169,631,0.21125,0.93,0.523944,0.93,0.476056,0.67027,0.355,2.619718,0.120584
186,14,168,632,0.21,0.93,0.525424,0.93,0.474576,0.67148,0.354,2.627119,0.121145
185,15,168,632,0.21,0.925,0.524079,0.925,0.475921,0.669078,0.353,2.620397,0.121497
184,16,168,632,0.21,0.92,0.522727,0.92,0.477273,0.666667,0.352,2.613636,0.121732
184,16,167,633,0.20875,0.92,0.524217,0.92,0.475783,0.667877,0.351,2.621083,0.122078
184,16,166,634,0.2075,0.92,0.525714,0.92,0.474286,0.669091,0.35,2.628571,0.122122
184,16,165,635,0.20625,0.92,0.527221,0.92,0.472779,0.67031,0.349,2.636103,0.123579
184,16,164,636,0.205,0.92,0.528736,0.92,0.471264,0.671533,0.348,2.643678,0.124809
184,16,163,637,0.20375,0.92,0.530259,0.92,0.469741,0.672761,0.347,2.651297,0.124868
184,16,162,638,0.2025,0.92,0.531792,0.92,0.468208,0.673993,0.346,2.65896,0.125591
184,16,161,639,0.20125,0.92,0.533333,0.92,0.466667,0.675229,0.345,2.666667,0.125961
184,16,160,640,0.2,0.92,0.534884,0.92,0.465116,0.676471,0.344,2.674419,0.126789
184,16,159,641,0.19875,0.92,0.536443,0.92,0.463557,0.677716,0.343,2.682216,0.128225
183,17,159,641,0.19875,0.915,0.535088,0.915,0.464912,0.675277,0.342,2.675439,0.128388
183,17,158,642,0.1975,0.915,0.536657,0.915,0.463343,0.676525,0.341,2.683284,0.128616
183,17,157,643,0.19625,0.915,0.538235,0.915,0.461765,0.677778,0.34,2.691176,0.130273
183,17,156,644,0.195,0.915,0.539823,0.915,0.460177,0.679035,0.339,2.699115,0.130765
183,17,155,645,0.19375,0.915,0.54142,0.915,0.45858,0.680297,0.338,2.707101,0.131344
183,17,154,646,0.1925,0.915,0.543027,0.915,0.456973,0.681564,0.337,2.715134,0.13159
183,17,153,647,0.19125,0.915,0.544643,0.915,0.455357,0.682836,0.336,2.723214,0.131907
183,17,152,648,0.19,0.915,0.546269,0.915,0.453731,0.684112,0.335,2.731343,0.132572
183,17,151,649,0.18875,0.915,0.547904,0.915,0.452096,0.685393,0.334,2.739521,0.132678
183,17,150,650,0.1875,0.915,0.54955,0.915,0.45045,0.686679,0.333,2.747748,0.133234
183,17,149,651,0.18625,0.915,0.551205,0.915,0.448795,0.68797,0.332,2.756024,0.133489
183,17,148,652,0.185,0.915,0.55287,0.915,0.44713,0.689266,0.331,2.76435,0.13377
183,17,147,653,0.18375,0.915,0.554545,0.915,0.445455,0.690566,0.33,2.772727,0.133809
183,17,146,654,0.1825,0.915,0.556231,0.915,0.443769,0.691871,0.329,2.781155,0.135192
183,17,145,655,0.18125,0.915,0.557927,0.915,0.442073,0.693182,0.328,2.789634,0.137091
183,17,144,656,0.18,0.915,0.559633,0.915,0.440367,0.694497,0.327,2.798165,0.137138
183,17,143,657,0.17875,0.915,0.56135,0.915,0.43865,0.695817,0.326,2.806748,0.137929
183,17,142,658,0.1775,0.915,0.563077,0.915,0.436923,0.697143,0.325,2.815385,0.139919
183,17,141,659,0.17625,0.915,0.564815,0.915,0.435185,0.698473,0.324,2.824074,0.140939
182,18,141,659,0.17625,0.91,0.563467,0.91,0.436533,0.695985,0.323,2.817337,0.142434
182,18,140,660,0.175,0.91,0.565217,0.91,0.434783,0.697318,0.322,2.826087,0.143372
182,18,139,661,0.17375,0.91,0.566978,0.91,0.433022,0.698656,0.321,2.834891,0.14403
182,18,138,662,0.1725,0.91,0.56875,0.91,0.43125,0.7,0.32,2.84375,0.144131
182,18,137,663,0.17125,0.91,0.570533,0.91,0.429467,0.701349,0.319,2.852665,0.144618
182,18,136,664,0.17,0.91,0.572327,0.91,0.427673,0.702703,0.318,2.861635,0.145808
182,18,135,665,0.16875,0.91,0.574132,0.91,0.425868,0.704062,0.317,2.870662,0.146147
181,19,135,665,0.16875,0.905,0.572785,0.905,0.427215,0.70155,0.316,2.863924,0.149544
181,19,134,666,0.1675,0.905,0.574603,0.905,0.425397,0.702913,0.315,2.873016,0.150868
181,19,133,667,0.16625,0.905,0.576433,0.905,0.423567,0.70428,0.314,2.882166,0.153009
181,19,132,668,0.165,0.905,0.578275,0.905,0.421725,0.705653,0.313,2.891374,0.153833
181,19,131,669,0.16375,0.905,0.580128,0.905,0.419872,0.707031,0.312,2.900641,0.15537
180,20,131,669,0.16375,0.9,0.578778,0.9,0.421222,0.704501,0.311,2.893891,0.159063
180,20,130,670,0.1625,0.9,0.580645,0.9,0.419355,0.705882,0.31,2.903226,0.159319
180,20,129,671,0.16125,0.9,0.582524,0.9,0.417476,0.707269,0.309,2.912621,0.160247
180,20,128,672,0.16,0.9,0.584416,0.9,0.415584,0.708661,0.308,2.922078,0.160289
179,21,128,672,0.16,0.895,0.583062,0.895,0.416938,0.706114,0.307,2.915309,0.163024
179,21,127,673,0.15875,0.895,0.584967,0.895,0.415033,0.70751,0.306,2.924837,0.171174
179,21,126,674,0.1575,0.895,0.586885,0.895,0.413115,0.708911,0.305,2.934426,0.17164
178,22,125,675,0.15625,0.89,0.587459,0.89,0.412541,0.707753,0.303,2.937294,0.172142
178,22,124,676,0.155,0.89,0.589404,0.89,0.410596,0.709163,0.302,2.94702,0.173628
178,22,123,677,0.15375,0.89,0.591362,0.89,0.408638,0.710579,0.301,2.956811,0.173752
178,22,122,678,0.1525,0.89,0.593333,0.89,0.406667,0.712,0.3,2.966667,0.177029
178,22,121,679,0.15125,0.89,0.595318,0.89,0.404682,0.713427,0.299,2.976589,0.177298
177,23,121,679,0.15125,0.885,0.59396,0.885,0.40604,0.710843,0.298,2.969799,0.178667
177,23,120,680,0.15,0.885,0.59596,0.885,0.40404,0.712274,0.297,2.979798,0.182351
177,23,119,681,0.14875,0.885,0.597973,0.885,0.402027,0.71371,0.296,2.989865,0.187553
177,23,118,682,0.1475,0.885,0.6,0.885,0.4,0.715152,0.295,3,0.190645
177,23,117,683,0.14625,0.885,0.602041,0.885,0.397959,0.716599,0.294,3.010204,0.190727
177,23,116,684,0.145,0.885,0.604096,0.885,0.395904,0.718053,0.293,3.020478,0.193763
177,23,115,685,0.14375,0.885,0.606164,0.885,0.393836,0.719512,0.292,3.030822,0.2044
177,23,114,686,0.1425,0.885,0.608247,0.885,0.391753,0.720978,0.291,3.041237,0.204859
176,24,114,686,0.1425,0.88,0.606897,0.88,0.393103,0.718367,0.29,3.034483,0.205741
176,24,113,687,0.14125,0.88,0.608997,0.88,0.391003,0.719836,0.289,3.044983,0.206315
164,36,86,714,0.1075,0.82,0.656,0.82,0.344,0.728889,0.25,3.28,0.206485
164,36,84,716,0.105,0.82,0.66129,0.82,0.33871,0.732143,0.248,3.306452,0.206594
164,36,83,717,0.10375,0.82,0.663968,0.82,0.336032,0.733781,0.247,3.319838,0.211639
164,36,82,718,0.1025,0.82,0.666667,0.82,0.333333,0.735426,0.246,3.333333,0.218643
163,37,82,718,0.1025,0.815,0.665306,0.815,0.334694,0.732584,0.245,3.326531,0.220248
163,37,81,719,0.10125,0.815,0.668033,0.815,0.331967,0.734234,0.244,3.340164,0.224224
162,38,81,719,0.10125,0.81,0.666667,0.81,0.333333,0.731377,0.243,3.333333,0.228973
162,38,80,720,0.1,0.81,0.669421,0.81,0.330579,0.733032,0.242,3.347107,0.233938
162,38,79,721,0.09875,0.81,0.672199,0.81,0.327801,0.734694,0.241,3.360996,0.236027
161,39,79,721,0.09875,0.805,0.670833,0.805,0.329167,0.731818,0.24,3.354167,0.237343
161,39,78,722,0.0975,0.805,0.67364,0.805,0.32636,0.733485,0.239,3.368201,0.23795
159,41,78,722,0.0975,0.795,0.670886,0.795,0.329114,0.727689,0.237,3.35443,0.240262
158,42,78,722,0.0975,0.79,0.669492,0.79,0.330508,0.724771,0.236,3.347458,0.245712
157,43,78,722,0.0975,0.785,0.668085,0.785,0.331915,0.721839,0.235,3.340426,0.249446
157,43,77,723,0.09625,0.785,0.67094,0.785,0.32906,0.723502,0.234,3.354701,0.249736
157,43,76,724,0.095,0.785,0.67382,0.785,0.32618,0.725173,0.233,3.369099,0.250494
156,44,76,724,0.095,0.78,0.672414,0.78,0.327586,0.722222,0.232,3.362069,0.250887
156,44,75,725,0.09375,0.78,0.675325,0.78,0.324675,0.723898,0.231,3.376623,0.255181
156,44,74,726,0.0925,0.78,0.678261,0.78,0.321739,0.725581,0.23,3.391304,0.256479
155,45,74,726,0.0925,0.775,0.676856,0.775,0.323144,0.722611,0.229,3.384279,0.260235
154,46,74,726,0.0925,0.77,0.675439,0.77,0.324561,0.719626,0.228,3.377193,0.260578
154,46,73,727,0.09125,0.77,0.678414,0.77,0.321586,0.721311,0.227,3.39207,0.262974
153,47,73,727,0.09125,0.765,0.676991,0.765,0.323009,0.71831,0.226,3.384956,0.264372
152,48,73,727,0.09125,0.76,0.675556,0.76,0.324444,0.715294,0.225,3.377778,0.266974
152,48,72,728,0.09,0.76,0.678571,0.76,0.321429,0.716981,0.224,3.392857,0.270501
151,49,72,728,0.09,0.755,0.67713,0.755,0.32287,0.713948,0.223,3.38565,0.270668
151,49,71,729,0.08875,0.755,0.68018,0.755,0.31982,0.71564,0.222,3.400901,0.271535
150,50,71,729,0.08875,0.75,0.678733,0.75,0.321267,0.712589,0.221,3.393665,0.272214
150,50,70,730,0.0875,0.75,0.681818,0.75,0.318182,0.714286,0.22,3.409091,0.277815
150,50,69,731,0.08625,0.75,0.684932,0.75,0.315068,0.71599,0.219,3.424658,0.284728
150,50,68,732,0.085,0.75,0.688073,0.75,0.311927,0.717703,0.218,3.440367,0.285667
150,50,67,733,0.08375,0.75,0.691244,0.75,0.308756,0.719424,0.217,3.456221,0.286801
149,51,67,733,0.08375,0.745,0.689815,0.745,0.310185,0.716346,0.216,3.449074,0.293639
149,51,66,734,0.0825,0.745,0.693023,0.745,0.306977,0.718072,0.215,3.465116,0.293842
149,51,65,735,0.08125,0.745,0.696262,0.745,0.303738,0.719807,0.214,3.481308,0.296236
149,51,64,736,0.08,0.745,0.699531,0.745,0.300469,0.72155,0.213,3.497653,0.297724
149,51,63,737,0.07875,0.745,0.70283,0.745,0.29717,0.723301,0.212,3.514151,0.299528
147,53,63,737,0.07875,0.735,0.7,0.735,0.3,0.717073,0.21,3.5,0.303708
147,53,62,738,0.0775,0.735,0.703349,0.735,0.296651,0.718826,0.209,3.516746,0.312382
147,53,61,739,0.07625,0.735,0.706731,0.735,0.293269,0.720588,0.208,3.533654,0.321799
146,54,61,739,0.07625,0.73,0.705314,0.73,0.294686,0.717445,0.207,3.52657,0.324036
146,54,60,740,0.075,0.73,0.708738,0.73,0.291262,0.719212,0.206,3.543689,0.326985
146,54,59,741,0.07375,0.73,0.712195,0.73,0.287805,0.720988,0.205,3.560976,0.330884
146,54,58,742,0.0725,0.73,0.715686,0.73,0.284314,0.722772,0.204,3.578431,0.334467
146,54,57,743,0.07125,0.73,0.719212,0.73,0.280788,0.724566,0.203,3.596059,0.346176
146,54,56,744,0.07,0.73,0.722772,0.73,0.277228,0.726368,0.202,3.613861,0.34764
146,54,55,745,0.06875,0.73,0.726368,0.73,0.273632,0.72818,0.201,3.631841,0.352136
146,54,54,746,0.0675,0.73,0.73,0.73,0.27,0.73,0.2,3.65,0.361579
145,55,54,746,0.0675,0.725,0.728643,0.725,0.271357,0.726817,0.199,3.643216,0.364202
145,55,53,747,0.06625,0.725,0.732323,0.725,0.267677,0.728643,0.198,3.661616,0.374065
145,55,52,748,0.065,0.725,0.736041,0.725,0.263959,0.730479,0.197,3.680203,0.375027
144,56,52,748,0.065,0.72,0.734694,0.72,0.265306,0.727273,0.196,3.673469,0.37523
143,57,52,748,0.065,0.715,0.733333,0.715,0.266667,0.724051,0.195,3.666667,0.377005
142,58,52,748,0.065,0.71,0.731959,0.71,0.268041,0.720812,0.194,3.659794,0.377896
141,59,52,748,0.065,0.705,0.73057,0.705,0.26943,0.717557,0.193,3.65285,0.380575
140,60,52,748,0.065,0.7,0.729167,0.7,0.270833,0.714286,0.192,3.645833,0.382191
139,61,52,748,0.065,0.695,0.727749,0.695,0.272251,0.710997,0.191,3.638743,0.383499
139,61,51,749,0.06375,0.695,0.731579,0.695,0.268421,0.712821,0.19,3.657895,0.390587
138,62,51,749,0.06375,0.69,0.730159,0.69,0.269841,0.709512,0.189,3.650794,0.39165
138,62,50,750,0.0625,0.69,0.734043,0.69,0.265957,0.71134,0.188,3.670213,0.392284
138,62,49,751,0.06125,0.69,0.737968,0.69,0.262032,0.713178,0.187,3.68984,0.39516
137,63,49,751,0.06125,0.685,0.736559,0.685,0.263441,0.709845,0.186,3.682796,0.404257
136,64,49,751,0.06125,0.68,0.735135,0.68,0.264865,0.706494,0.185,3.675676,0.411297
136,64,48,752,0.06,0.68,0.73913,0.68,0.26087,0.708333,0.184,3.695652,0.41313
136,64,47,753,0.05875,0.68,0.743169,0.68,0.256831,0.710183,0.183,3.715847,0.413987
136,64,46,754,0.0575,0.68,0.747253,0.68,0.252747,0.712042,0.182,3.736264,0.422232
135,65,46,754,0.0575,0.675,0.745856,0.675,0.254144,0.708661,0.181,3.729282,0.423045
134,66,46,754,0.0575,0.67,0.744444,0.67,0.255556,0.705263,0.18,3.722222,0.423405
133,67,46,754,0.0575,0.665,0.743017,0.665,0.256983,0.701847,0.179,3.715084,0.42861
132,68,46,754,0.0575,0.66,0.741573,0.66,0.258427,0.698413,0.178,3.707865,0.429962
131,69,46,754,0.0575,0.655,0.740113,0.655,0.259887,0.69496,0.177,3.700565,0.430421
131,69,45,755,0.05625,0.655,0.744318,0.655,0.255682,0.696809,0.176,3.721591,0.443491
130,70,45,755,0.05625,0.65,0.742857,0.65,0.257143,0.693333,0.175,3.714286,0.451723
130,70,44,756,0.055,0.65,0.747126,0.65,0.252874,0.695187,0.174,3.735632,0.453791
130,70,43,757,0.05375,0.65,0.751445,0.65,0.248555,0.697051,0.173,3.757225,0.454874
129,71,43,757,0.05375,0.645,0.75,0.645,0.25,0.693548,0.172,3.75,0.455928
129,71,42,758,0.0525,0.645,0.754386,0.645,0.245614,0.695418,0.171,3.77193,0.458112
129,71,41,759,0.05125,0.645,0.758824,0.645,0.241176,0.697297,0.17,3.794118,0.458163
129,71,40,760,0.05,0.645,0.763314,0.645,0.236686,0.699187,0.169,3.816568,0.465432
129,71,39,761,0.04875,0.645,0.767857,0.645,0.232143,0.701087,0.168,3.839286,0.467902
129,71,38,762,0.0475,0.645,0.772455,0.645,0.227545,0.702997,0.167,3.862275,0.471908
129,71,37,763,0.04625,0.645,0.777108,0.645,0.222892,0.704918,0.166,3.885542,0.47304
128,72,37,763,0.04625,0.64,0.775758,0.64,0.224242,0.70137,0.165,3.878788,0.473469
128,72,36,764,0.045,0.64,0.780488,0.64,0.219512,0.703297,0.164,3.902439,0.47755
127,73,36,764,0.045,0.635,0.779141,0.635,0.220859,0.699725,0.163,3.895706,0.481051
126,74,36,764,0.045,0.63,0.777778,0.63,0.222222,0.696133,0.162,3.888889,0.483829
126,74,35,765,0.04375,0.63,0.782609,0.63,0.217391,0.698061,0.161,3.913043,0.484226
126,74,34,766,0.0425,0.63,0.7875,0.63,0.2125,0.7,0.16,3.9375,0.486616
125,75,34,766,0.0425,0.625,0.786164,0.625,0.213836,0.696379,0.159,3.930818,0.489105
124,76,34,766,0.0425,0.62,0.78481,0.62,0.21519,0.692737,0.158,3.924051,0.501203
123,77,34,766,0.0425,0.615,0.783439,0.615,0.216561,0.689076,0.157,3.917197,0.502557
123,77,33,767,0.04125,0.615,0.788462,0.615,0.211538,0.691011,0.156,3.942308,0.506004
123,77,32,768,0.04,0.615,0.793548,0.615,0.206452,0.692958,0.155,3.967742,0.514628
123,77,31,769,0.03875,0.615,0.798701,0.615,0.201299,0.694915,0.154,3.993506,0.516908
122,78,31,769,0.03875,0.61,0.797386,0.61,0.202614,0.691218,0.153,3.986928,0.518393
121,79,31,769,0.03875,0.605,0.796053,0.605,0.203947,0.6875,0.152,3.980263,0.526566
121,79,30,770,0.0375,0.605,0.801325,0.605,0.198675,0.689459,0.151,4.006623,0.532486
121,79,29,771,0.03625,0.605,0.806667,0.605,0.193333,0.691429,0.15,4.033333,0.536213
120,80,29,771,0.03625,0.6,0.805369,0.6,0.194631,0.687679,0.149,4.026846,0.539582
120,80,28,772,0.035,0.6,0.810811,0.6,0.189189,0.689655,0.148,4.054054,0.540173
120,80,23,777,0.02875,0.6,0.839161,0.6,0.160839,0.699708,0.143,4.195804,0.543383
120,80,22,778,0.0275,0.6,0.84507,0.6,0.15493,0.701754,0.142,4.225352,0.559458
119,81,22,778,0.0275,0.595,0.843972,0.595,0.156028,0.697947,0.141,4.219858,0.561385
118,82,22,778,0.0275,0.59,0.842857,0.59,0.157143,0.694118,0.14,4.214286,0.565245
117,83,22,778,0.0275,0.585,0.841727,0.585,0.158273,0.690265,0.139,4.208633,0.573018
116,84,22,778,0.0275,0.58,0.84058,0.58,0.15942,0.686391,0.138,4.202899,0.575128
115,85,22,778,0.0275,0.575,0.839416,0.575,0.160584,0.682493,0.137,4.19708,0.592587
114,86,22,778,0.0275,0.57,0.838235,0.57,0.161765,0.678571,0.136,4.191176,0.592703
114,86,21,779,0.02625,0.57,0.844444,0.57,0.155556,0.680597,0.135,4.222222,0.595074
113,87,21,779,0.02625,0.565,0.843284,0.565,0.156716,0.676647,0.134,4.216418,0.605294
112,88,21,779,0.02625,0.56,0.842105,0.56,0.157895,0.672673,0.133,4.210526,0.606205
111,89,21,779,0.02625,0.555,0.840909,0.555,0.159091,0.668675,0.132,4.204545,0.613757
110,90,21,779,0.02625,0.55,0.839695,0.55,0.160305,0.664653,0.131,4.198473,0.625988
110,90,20,780,0.025,0.55,0.846154,0.55,0.153846,0.666667,0.13,4.230769,0.636111
110,90,19,781,0.02375,0.55,0.852713,0.55,0.147287,0.668693,0.129,4.263566,0.644111
109,91,18,782,0.0225,0.545,0.858268,0.545,0.141732,0.666667,0.127,4.291339,0.649499
108,92,18,782,0.0225,0.54,0.857143,0.54,0.142857,0.662577,0.126,4.285714,0.650284
108,92,17,783,0.02125,0.54,0.864,0.54,0.136,0.664615,0.125,4.32,0.670478
107,93,17,783,0.02125,0.535,0.862903,0.535,0.137097,0.660494,0.124,4.314516,0.671394
106,94,17,783,0.02125,0.53,0.861789,0.53,0.138211,0.656347,0.123,4.308943,0.673631
105,95,17,783,0.02125,0.525,0.860656,0.525,0.139344,0.652174,0.122,4.303279,0.674638
104,96,17,783,0.02125,0.52,0.859504,0.52,0.140496,0.647975,0.121,4.297521,0.67737
104,96,16,784,0.02,0.52,0.866667,0.52,0.133333,0.65,0.12,4.333333,0.679036
103,97,16,784,0.02,0.515,0.865546,0.515,0.134454,0.645768,0.119,4.327731,0.688304
102,98,16,784,0.02,0.51,0.864407,0.51,0.135593,0.641509,0.118,4.322034,0.692213
101,99,16,784,0.02,0.505,0.863248,0.505,0.136752,0.637224,0.117,4.316239,0.694736
100,100,16,784,0.02,0.5,0.862069,0.5,0.137931,0.632911,0.116,4.310345,0.703961
99,101,16,784,0.02,0.495,0.86087,0.495,0.13913,0.628571,0.115,4.304348,0.704317
98,102,16,784,0.02,0.49,0.859649,0.49,0.140351,0.624204,0.114,4.298246,0.70758
97,103,16,784,0.02,0.485,0.858407,0.485,0.141593,0.619808,0.113,4.292035,0.715871
96,104,16,784,0.02,0.48,0.857143,0.48,0.142857,0.615385,0.112,4.285714,0.718804
94,106,16,784,0.02,0.47,0.854545,0.47,0.145455,0.606452,0.11,4.272727,0.725112
93,107,16,784,0.02,0.465,0.853211,0.465,0.146789,0.601942,0.109,4.266055,0.738333
92,108,16,784,0.02,0.46,0.851852,0.46,0.148148,0.597403,0.108,4.259259,0.740582
91,109,16,784,0.02,0.455,0.850467,0.455,0.149533,0.592834,0.107,4.252336,0.741553
90,110,16,784,0.02,0.45,0.849057,0.45,0.150943,0.588235,0.106,4.245283,0.744413
89,111,16,784,0.02,0.445,0.847619,0.445,0.152381,0.583607,0.105,4.238095,0.744573
88,112,16,784,0.02,0.44,0.846154,0.44,0.153846,0.578947,0.104,4.230769,0.746483
88,112,15,785,0.01875,0.44,0.854369,0.44,0.145631,0.580858,0.103,4.271845,0.747595
87,113,15,785,0.01875,0.435,0.852941,0.435,0.147059,0.576159,0.102,4.264706,0.752982
87,113,14,786,0.0175,0.435,0.861386,0.435,0.138614,0.578073,0.101,4.306931,0.754552
86,114,14,786,0.0175,0.43,0.86,0.43,0.14,0.573333,0.1,4.3,0.760351
85,115,14,786,0.0175,0.425,0.858586,0.425,0.141414,0.568562,0.099,4.292929,0.762383
85,115,13,787,0.01625,0.425,0.867347,0.425,0.132653,0.57047,0.098,4.336735,0.76793
84,116,13,787,0.01625,0.42,0.865979,0.42,0.134021,0.565657,0.097,4.329897,0.768166
83,117,13,787,0.01625,0.415,0.864583,0.415,0.135417,0.560811,0.096,4.322917,0.768353
82,118,13,787,0.01625,0.41,0.863158,0.41,0.136842,0.555932,0.095,4.315789,0.772974
81,119,13,787,0.01625,0.405,0.861702,0.405,0.138298,0.55102,0.094,4.308511,0.77553
80,120,13,787,0.01625,0.4,0.860215,0.4,0.139785,0.546075,0.093,4.301075,0.777028
80,120,12,788,0.015,0.4,0.869565,0.4,0.130435,0.547945,0.092,4.347826,0.786685
79,121,12,788,0.015,0.395,0.868132,0.395,0.131868,0.542955,0.091,4.340659,0.802407
78,122,12,788,0.015,0.39,0.866667,0.39,0.133333,0.537931,0.09,4.333333,0.808365
78,122,11,789,0.01375,0.39,0.876404,0.39,0.123596,0.539792,0.089,4.382022,0.811002
